p1.key,p1.hotel_name,p1.city_name,p1.country_code,p1.hotel_address,p1.star_rating,p1.postal_code
BEE7C804401BCEAA0441461AF15A6861,Magic Village Resort,Orlando (FL),US,3151 Pantanal Lane,4.5,34747
FB98B34BF1B26793B4C178EEDA87A928,Residence Ibiscus,Castelsardo,IT,7 Oslo Street,0,7031
74188E57F049DC59477CA833A7DE6295,De Firen Villa Syariah,Bandung,ID,"Jl.Dago Pakar Permai VII No.60, Cluster Graha Permai - Resort Dago Pakar",4,41091
8F85AA02A16FA738CC816D83C61513D3,Arugambay Tourist Hotel Meenas,Arugam Bay,LK,"Meenas Arugambay Touris Hotel . Panama Road, Arugambay, Pottuvil",1,32500
52DF45F9B59D189D7C89931E98F4214A,Roma Boutique Hotel,Rome,IT,1 Toscana Street,4,187
7ADA5CCA7210B86621026FEEA53C58DB,Premiere Classe Lyon Ouest Tassin,Lyon,FR,12 Rue de Montribloud,1,69160
8AEACB607F1317D5D9C4E50C6E6EF9A6,Zagorodny Hotel Baykal,Listvyanka,RU,Akademicheskaya str. 13,0,664520
A17BBBC11D2E42162CAFC67145FBEFB9,Nantong Jinshi International Hotel,Nantong,CN,85 Chongchuan Road (Chongchuan Lu),5,226004
93746A989B410AFF1DB84371C1F0A4C4,Best Western Premier Genting Highlands,Genting Highlands,MY,Jalan Ion Delemen 1,5,69000
A9FC8E69FB59A5E3EDDA06E56129B1E6,Atherton Rainforest Motor Inn,Atherton Tablelands,AU,Corner of Kennedy Highway & Simms Road,3.5,4883
AE72F1D14C3DF265243B539904253ADB,Hotel Weare Chamartín,Madrid,ES,"Agustin de Foxa, s/n",4,28036
12FD5B2B866858281404434D1B9A0284,Hotel National,Antwerp,BE,Nationalestraat 38-40,2,2000
3BA09AFD34C67831F55D98525186F7E2,Colonel's Retreat At The Airport,New Delhi and NCR,IN,"No 27 B, Sector 23A",3,110074
104DF819162527573C29053B5CF78A13,Argos Hotel,Antalya,TR,Balıkpazarı Street,0,7100
72CDECF200B891535CFB56F57918C643,Jomtien Morningstar Guesthouse,Pattaya,TH,"279/229-231 Soi Sarita Chalet (Between Jomtien Soi 11 - 12 ) Moo 12, Jomtien, Nongprue, Banglamung, Chonburi 20150",2.5,
49AE2F9D9CFB0FB4D55D2E28C4CAC345,Hotel Grand Visava Lonavala,Lonavala,IN,"CTC. No-163, Ward B,Old Mumbai-Pune Highway, Lonavala.",3,410401
CB3FBBE0BC6FA7B12C87EE435EA74F6C,MD Grand Hotel,Nakhon Si Thammarat,TH,"102,102/3-8 Pattanakankukwang rd. Klang Amphor Muang Nakhomsritammarat",3,80000
48D3CCB614547C9F869C65F96983F3FB,Qafqaz Thermal & Spa Hotel,Gabala,AZ,Yengice village,4,AZ3600
7B52A5C54CAF6AC20AB3EAE37FE86806,Shinzanso,Takayama,JP,"720-1　Okuhidaonsengo Kansaka, Takayama-shi",3,506-1421
A81235C595259D7114F37C3D167922B5,The Smart Hotel Hat Yai,Hat Yai,TH,Karnjanavanit Soi 27,3,90110
68B715D50F61B6944F65B0F0B182A03B,Ikies Traditional Houses,Santorini,GR,Ia,3.5,84702
CC806F294416688F92734BF05ED02280,Prince Hotel - Hang Giay,Hanoi,VN,"42B Hang Giay Street (shoes street), Hoan Kiem District",2,
9F187D77D73D175445B0A0252B75EFE3,NH Lecco Pontevecchio,Lecco,IT,84 A. Visconti Street,4,23900
01933C660F14298FC318CE55963B50A4,Kanda Holiday Bungalow,Kandy,LK,"No.104, Paradise Park",1,20000
D9937DF9FDCC2F545EA9CFDB613EAC28,No 2 Hastings Street Apartments,Sunshine Coast,AU,2 Hastings Street,3,4567
BFB2D3F0120A027E1676974D7AB4AC47,Rasdhoo Island Inn Beachfront,Maldives Islands,MV,Vaavu Magu,2,9020
F7F9D2DFE7D67C9E5E8C5448027B2999,The Luneta Hotel,Manila,PH,"414 T. M. Kalaw Avenue, Ermita, Manila",3,1000
450F9B9A56944BB83A29403BF6C232F1,Pak Up Hostel,Krabi,TH,"87 Utarakit Road, Paknam",1,81000
2155032EFF1112E31202DE283BCEB062,Augusta Budget Motel,Port Augusta,AU,National Highway A1,3,5700
1892CD56F78CB5A1C9EF6905291EAEBA,Seascape Holidays - Coral Apartments,Port Douglas,AU,"11 Blake Street, Corner Blake And Davidson",3.5,4877
4E2A84D45FE57B1CF07F568C760496FD,Hotel Couleurs Berberes,Amizmiz,MA,"Douar Tifriuine, cercle d'Amizmiz, province du Haouz,Marrakech Al haouz",3,
F72F836A677649057B0CF5ABD79F7044,Lanzerac Hotel and Spa,Stellenbosch,ZA,"Lanzerac Road, Jonkershoek",5,7600
C9607778BF0A408495107B84A3A234AE,The Gardens,Samui,TH,"11/33 Soi Kalara, Moo 4, Bangrak",4,84320
CB3CE9B06932DA6FAAA7FC70D5B5D2F4,Tryp Cordoba Hotel,Cordoba,ES,"Avenida Medina Azahara, 7",3,14005
2E14B1A5F1E25A7BB0BE2CF85CCAAD8D,Rim Ping Guest House,Chiang Mai,TH,"192 Soi Romyen, Chareonprathes Road, A.Muang",2,50100
85C7B4D44F21FCEED750E0F2A7061181,Himawari Hotel,Phnom Penh,KH,313 Sisowath Quay,4,
ADF6E3FE92DF7C8EA1DED17F1C43761E,The Brocade Hotel,Chengdu,CN,"NO.118, Cuihu Road, Pengzhou City",4,611930
C5DE923F1E4F4B9F4D0546B22E91586F,TRYP by Wyndham Bremen Airport,Bremen,DE,Neuenlander Street 55,3,28199
98EBD8DF2E11FF62FE5C26E69CAB2D7C,Hotel San Martin Cartagena,Cartagena,CO,"Carrera 2, 8-164",3,
16F5A1BDECDBEC4D457DA1D58B8B23DC,Comfort Inn and Suites Maumee Toledo I8090 Maumee,Maumee (OH),US,1702 Toll Gate Drive,3,43537
8F32288DC9668FFFCECABE43103CF031,Hotel Passion,Nakhon Si Thammarat,TH,3/171 Pattanakarn-Khukhwang Rd.,2,80000
E680367160690232762C8653B250BCDC,Chiang Mai Luxury Villa,Chiang Mai,TH,"194-201 Moo 1, Tambon Sop Mae Kha",5,50230
EF00463C2A4279D9D58D452CB713906B,Comfort Inn Lincoln,Lincoln (NE),US,1010 West Bond Street,3,68521
B60FA1B1181571890A34604B235E790E,Hotel Mi Casa,Taichung,TW,"No.8, Aly. 5, Ln. 149, Sec. 4, Fuxing Rd",3.5,
D4E4B74E664AF70EF30C02EDD6BAF576,Jinjiang Inn Yancheng Train Station,Yancheng,CN,No.69 Daqing Rd.(E),2,224000
4DDF19730DB715893E813F1036148E8F,JI Hotel Sanya Da Dong Hai,Sanya,CN,"No.195, Yuya Road",4,572000
91BAA8BF6DA54B0965F654A3A67FBC72,Bale Gede Villa,Bali,ID,"Jl. Batu Belig, Gang Bias Aud No. 1",4,82361
7DE3FC58006C6A859D149D1EAD1498F9,Leisure Inn Spires Hotel,Blue Mountains,AU,100 Leura Mall,4,
FFA413D1C555A8D65A9CEACB858937C1,Madushanka Resort,Ella,LK,Wamullahena,2,90130
E79E5C36A65773E4EEE371B35BAB5E56,U232 Hotel,Barcelona,ES,"Comte d'Urgell, 232",4,8036
BC8741C4E92BBBCA75AB9FE51F54664A,Narai Hotel,Bangkok,TH,222 Silom Rd,4,
93F8512C890CD1690911124EA5502594,Hotel Palace Villareal,Villareal,ES,"Arcadi Garcia Sanz, 1",4,12540
8703E28D72F2CF84F82F751ED717200D,Quality Inn,Lakeville (MN),US,17605 Kenrick Avenue,3,55044
4E05D9916C387C890219331B388E875C,Mt Tamborine Stonehaven Guest House,Gold Coast,AU,79 Geissmann Drv Nth Tamborine,4.5,4272
7738AA13F6C90578E2B00F250B6EAB58,Acacia Palms Resort,Goa,IN,"Facing the Beach,4th Ward,Colva, Salcette Goa",4,403708
5C5998568380FAAAFC6524907F53E6F1,Hotel Normandie Los Angeles,Los Angeles (CA),US,605 South Normandie Avenue,4,90005
697DAF9D5CBEC64E372473B91AF794F3,Drummond Serviced Apartments,Melbourne,AU,371 Drummond Street,3.5,3053
08F782FB88D37C36CCA710D781CA4558,Harajuku Inn,Kenting,TW,"No.63, Ln. 846, Chuanfan Rd",2,94644
F268867A400C7905D195E6C6C4C58277,Leo Resorts,Junagadh,IN,Nr. Girnar Gate Taleti Road,3,362001
B82CB0DD23DD23B2412B2F2604F2A9CF,Fuzhou Lakeside Hotel,Fuzhou,CN,"No.158, Hu Bin Road",5,
CCAA40C148EC50FA70407D3EF038E620,San Francisco Hotel,Cebu,PH,"Basak Ibabao, Lapu Lapu",1.5,6015
38B7BE3DB792AACC033CB3078A93B203,Ness Hotel Tel Aviv,Tel Aviv,IL,Ness Ziona Street 10,0,97995
9167E714B697CB842D2C48AAB04BC902,Anba Bed & Breakfast Deluxe,Barcelona,ES,"Ronda de Sant Pere street, 27 principal floor",0,8010
DF1D3951285E0150248A5BA312695D5F,Petit Hotel Melon Furano,Furano / Biei,JP,"Kitanomine 14‐31, Furano",2.5,076-0034
EBD18FBAF45B0867EA7E66FD874BF3F7,Comfort Inn and Suites Clinton,Clinton (MS),US,5010 Hampstead Blvd,3,39056
C99BCFBA80249116F91432DB4722B49D,Puri Saron Madangan,Bali,ID,"Desa Madangan, Petak",3,
EE8FCF18445E6D4945E156A543C321F6,Waitomo Orchard B&B,Waitomo,NZ,38 Whitbourne Road Waitomo,4,3977
EA10CA9D671E112C6777A213168403C6,Hotel Orritel West,Mumbai,IN,"34 BT Series Lane Linking road, opp Fame Adlabs cinema and Heri",1.5,
B550DF3E86498ECB5F5575B37791B6FF,Comfort Suites,Beaumont (TX),US,5955 Walden Road,2,77707
836A2BDFC74D5918A3260202580F5B06,DoubleTree Suites By Hilton Hotel Bangalore,Bangalore,IN,"Iblur Gate, Outer Ring Road, Sarjapur Road Junction, Bangalore. Besides Mantri Flora Apartments, Karnataka",4,560102
4E96A68209121838AA125250FBA279A8,Jl Hotel Hangzhou Westlake Jiefang Road,Hangzhou,CN,#166 Zhong He Middle Road,3,310001
F90257005D8D2D2D95504B851996BE29,Amador de los Rios Hotel,Madrid,ES,"Amador de los Rios, 3",4,28010
4EF4F92FC2606B950FC742182A9662BD,Hanting Hotel Zhengzhou Garden Road Branch,Zhengzhou,CN,"8,Zhenghua Road",2,450002
651F67B863B71E65BF23AE6B443B0449,Golden Mountain International Hotel,Yantai,CN,83 Heshan Road Laiyang,5,265200
2B61CD3D59016AE88E389D87E14FD03F,A Little Bird 2 Guesthouse,Chiang Mai,TH,"248/18 Sahasriphumplace Maninopparat Rd. T.Sriphum, Muang",1,50200
E99EE167D38C2DEFDFA9A6E1B80DD8F4,Sandikala Penthouse Villa,Bali,ID,Jalan Braban,4,80361
81E241B3318E9BE92BDC1915569E3505,Country Inn & Suites By Carlson Port Orange-Daytona FL,Port Orange (FL),US,5802 Journey's End Way,2.5,32127
75273FCD2DE3FDBF6072EF2D3817CEE4,Taicang Vienna International Hotel,Taicang,CN,No.98 Renmin Road,3,215400
834EBA4AC39D911DDBA7685D61061E35,Chez Mimosa Homestay,Ho Chi Minh City,VN,"No.20, 48 Street",0,70000
1D5132D7B72E7C47827B518181343D2B,Homewood Suites by Hilton Denver International Airport,Denver (CO),US,4210 Airport Way,3,80239
14298AA0D72EE61295A223586F8A8549,Acaill Accommodation,Adelaide,AU,"1/22 North Esplanade, Glenelg North",4,5045
3E6081B3BE66162798BF1EC3F136643B,Al Murjan Palace Hotel,Jounieh,LB,Haret Sakher - Near Pasteur Hospital,4,1311
1E80E44D03353E7061D1C01B68537DE3,16 Havelock Bed and Breakfast,New Plymouth,NZ,16 Havelock Place,4,4310
47E8DB2313A15FDF1C30A9312C49AF74,Hotel Wippertal,Bernburg,DE,Bernburger Street 20,3,6408
7ADCB6CBF377E884825678185F5B2E18,Greentree Inn Guizhou Liupanshui Pan Country Hongguo Sanyuanpan Business Hotel,Liupanshui,CN,"No.1 Jinqiu Road, Shengjing Street,Hongguo Zhen,Pan Xian",3,
85E6E21107E47CA8AB94FEC10FA229AB,Minh Duc Hotel Dalat,Dalat,VN,"A5 Lot, Hai Thuong",1,
292158CE3996CF191650DF43C98B3491,Haeundae Business Hotel GT,Busan,KR,"19gil,221bungil,Haeundae byunro",3,612-821
05D74C48B5B30514D8E9BD60320FC8F6,Hotel ibis Styles Alice Springs Oasis,Alice Springs,AU,10 Gap Road,3.5,870
BEF69F0E4226CA903DD22B842891A30F,Check Mate Guest House,Kuala Lumpur,MY,"8, Jalan RembiaOff Jalan Tengkat Tong Shin",1,50200
C042F4DB68F23406C6CECF84A7EBB0FE,Watermark Hotel and Spa,Gold Coast,AU,3032 Gold Coast Highway,4.5,
FA40F4EFDB6C2810E8F6B445EC17DE33,Motel 168 Jinan Jingsan Weisi Road Daguanyuan,Jinan,CN,"No.79,Weisi Road,Shizhong District",2,250001
5DAA0E008C169E08EECBCFDD57B7F7BF,Signature Hotel Al Barsha,Dubai,AE,Al Barsha 1,4,
6B42A79565626B5571D605AFED9F9F06,Makarem Al Bait Hotel,Mecca,SA,"Masjid Al Haram Road, Azezyah",4,
5DCF841874F975FAD609A8E05602A49D,Kandy Bungalow,Kandy,LK,"2/212, Victoria Bungalows, Rahula Mawatha",2,
892C996CEF150AE092BA512C86A2888B,Wharf Boutique Apartments,Gold Coast,AU,11 Wharf Road,4,4217
CA0E6B50E4585B08A2077DD20488C5D0,Accommo Inn Kesennuma,Miyagi,JP,"2-1 Shinden, Kesennuma-city",2,988-0829
A2981536A7CF65FD008A77B054BBE7A0,YHA London St Pancras,London,GB,79-81 Euston Road,4,NW1 2QE
24EB36E1EDF8C03D18E2E6E2D087D219,Al Mishkah Apartment,Jeddah,SA,Ibrahim Masoud Street,3,
133FA1F731282EF50100F51473CAD712,Lavanga Resort & Spa,Hikkaduwa,LK,"Galle Road, Patuwatha",5,
FA60CD8BAB99FFBE6ACBEA9BDE5D9885,Pelican Hotel Nha Trang,Nha Trang,VN,89C Bach Dang Street,2,
8BAAE8F036DF62D8FF4CACDD64FD432C,Ibis Leicester Hotel,Leicester,GB,"St. George's Way, Constitution Hill",2,LE1 1PL
7C3265F148D166F7D4C5699EF12196A5,Greenway Hua Hin Resort,Hua Hin / Cha-am,TH,476 M.1 T.Hin Lek Fai A.Hua Hin Tel.086-3729122,2.5,77110
910F1C3E049AD01026A756C5043F82BD,Hotel Santika Jemursari,Surabaya,ID,Jl. Raya Jemursari No. 258,3,
10C8E5E5E9C9DF1F4672EB32F25B5C68,Hotel Livemax Hiratsuka Ekimae,Kanagawa,JP,1-26 Akashi-cho,2,254-0042
8E1C7DF8D33C4927AAAC616996135F1F,The Grange on Hermitage,Hunter Valley,AU,820 Hermitage Road,4,2320
249DDC9BADBC6C03AAE2064A86D8C413,Netprasom Residence,Bangkok,TH,"56/8 Lardprao 18 Alley,Lane 2 Jatujak, Jompol",2,10900
7E050F647FB3C7EECB5D1BCF8BE44725,Trasteveres Friends B & B,Rome,IT,23 Benedetto Musolino Street,0,153
B363C0FEC722A6E78EA71B7D912B6431,Bentley Hotel,Moscow,RU,Pokrovka str. 28/6 bldg 3,3,105062
164561F15FF4226ADA920E5D31475114,the bangkok cha cha suite,Bangkok,TH,1/620 Chok Chai 4 Soi 27 ladprao bangkok,4,10230
D4D21C00F71DDB8DB3BC9DCEB9E54B15,Shiloh Inn Lamesa,Lamesa (TX),US,1707 Lubbock Hwy,2,79331
AFED23C3D9FFC26E60AD391D888A6887,Hotel Residenz Alexado,Worgl,AT,Sepp Gangl Str.4,4,6300
8E2CA75B60B611D273B7F3D92C13B34F,Access Marble Arch,London,GB,1 Harrowby Street,3,W1H 5HB
F2C330E8B27AB64F9EE2ABE6DD6BCBEB,Inter-Hotel de la Loire,Lyon,FR,19 Cours de Verdun,2,69002
167BBA84AB5AC380817DC3CFC5D2A08F,Regent Suvarnabhumi Hotel,Bangkok,TH,"30/1-32/1 Soi Ladkrabung 22, Ladkrauang",3.5,10520
69AEDDE0A7BF358C28C1B9E54D393699,Artista Beach Villa,Boracay Island,PH,Beachfront,2.5,
AD0E4F6596B60DBC2272097D9076BA59,Quest Shepparton Apartments,Shepparton,AU,Welsford Street,4,3630
23D1E9A0DBE19C38E971C5DFF0312DC3,Lienkham Riverside Hotel,Vientiane,LA,"Thanngone Road, Thongsawang Village,",3,
D606046667548C7D7AEDD977E9028E92,Galadari Hotel,Colombo,LK,64 Lotus Road,5,
D2ED5A4126FD0A937CE62805B46186DF,Hotel RK Grande,Ludhiana,IN,74 - Kamla Nehru Market Near Railway Station,1,141008
57F736C3785DAF916EC5115C97303150,K-Grand Hostel Myeongdong,Seoul,KR,"3,4F, 21-7 Myeongdong 8-gil, Jung-gu",1,100-022
486792F6CDDDD97C98C31DF8DF2787A1,Hotel Moonlit Regency,Thodupuzha,IN,"(80 Kms from Munnar) 4 Lane Junction, Vengaloor, Muvattupuzha Road, Thodupuzha, Idukki District,",4,685584
D90FBCA767E29E6020C7B4A3625E38E1,Baia Di Naxos Hotel,Giardini Naxos,IT,Viale Jannuzzo 27,3,98035
1E89CC8BCC7EFFC276E6A2B8F1CBE514,UrbanMinder @ Spencer,Melbourne,AU,288 Spencer Street,3,3000
4BB46D5E301355250F90525A1B1797B3,Oyo Premium Cyber Park,New Delhi and NCR,IN,"B 17 Greenwood City Sector 45,",2,122002
D7F3701C54196FF9716AE8D7FAA9315D,Marylebone Inn Hotel,London,GB,119 Gloucester Place,2,W1U 6JX
94EA3BADFBB40577D34B1BAB56A4B082,Comfort Inn and Suites,Statesville (NC),US,1214 Greenland Dr.,3,28677
FCA2B85C7DCDF9B17B7F3E762BE2CC79,Base Wellington,Wellington,NZ,21-23 Cambridge Terrace,4,
1BF2C00201D106E0836E993E242399C3,Abian Srama Hotel & Spa,Bali,ID,Jl. Bypass Ngurah Rai No. 28,1,
AC2DE1C739FBB87EB3FBE64F8CA480AA,Rama Palace Hotel,Casalnuovo di Napoli,IT,78 Viale dei Tigli,4,80013
CCDBB9FBCCA8F11C96B11345E727367D,Swiss Inn Sungai Petani Hotel,Sungai Petani,MY,"No. 1, Jalan",3,8000
47E57C4836AE0C44F774F9D8497E0B4F,Grand Aston Bali Beach Resort,Bali,ID,Jl. Pratama 68X Nusa Dua,5,
F37C4630C796617ACE93E19C350C321E,Hamanako Royal Hotel,Shizuoka,JP,"4396-1 Yamazaki, Yuuto-cho, Nishi-ku",4,431-0101
1FFF04CC468445ADD9C4AAB549EFCAE8,Hampton by Hilton Saint Petersburg ExpoForum,Pushkin,RU,Peterburgskoye shosse,2.5,196140
EA99479BD915FA7BB2C8D2BD59C0161D,Hotel Walserberg,Warth,AT,Warth 37,4,6767
75C58D36157505A600E0695ED0B3A22D,Red Roof Plus San Francisco Airport,San Francisco (CA),US,777 Airport Boulevard,3,94010
D5C0396ED6EA54E67687AAA1A3332DDB,Angel Guest House Block E,Hong Kong,HK,"Flat E4 & E6, 4/F, Block E, Chungking Mansion, 40 Nathan Road",1,
FE7B3C0B6ED8351FD9DEC136858E0A66,Desert Pearl Hotel Apartment,Manama,BH,"Road 4020, Blk 340, Bldg 965",4,
5827440141BA833491D70291A1250A22,Rodeway Inn,Oceanside (CA),US,1103 N. Coast Highway,2,92054
C17494271AA8AC3BA2DA11F705643292,Amazian Mountain River Lodge,Drakensberg,ZA,Coleford Road,4,3257
E47A7EE7115754EB3369690C6C1450DB,Baan San Kraam Remember @ Hua Hin,Hua Hin / Cha-am,TH,1359/258 Baan San Kraam Petchakrasem Rd. Cha-am,3,76120
24498EB08C273AC309106916383DDED1,Hotel Pastor,Gero,JP,1781 Mori,2.5,509-2202
379F77C200D5243A41A179E586C6E96E,Balatoa,Tanete,ID,"Jalan Kapongkolang, Bira, Bonto Bahari",4,92571
D2A23338034975EA338CC39297AA2D20,De Proud Hotel,Ubon Ratchathani,TH,"42/4 Soi Chayangkun 40, Chayangkun Road",3,34000
5CD39415821095A09BDBFCB7D222530F,Classic Inn,Kuala Lumpur,MY,"36, Jalan 1/77A, Changkat Thambi Dollah Off Jalan Imbi",2,55100
5308C13803EF92F2CF5109F76E2D1234,The Royale Bintang The Curve Hotel,Kuala Lumpur,MY,"No 6 Jalan PJU 7/3, Mutiara Damansara",4,47800
01BF6CA5AFA9D1F6DAA1BFADCD42D200,Haddad Guest House,Haifa,IL,26 Ben Gorion Ave.,0,35023
279A72A00DD141879459E0A39BE90D30,Pullman Sydney Airport,Sydney,AU,191 O Riordan Street,5,2020
87D90916E6FB95189FB713F82DC55C43,Baan Bor Bai Mai,Pattaya,TH,"188/23 Moo 8 Satthahip, Chonburi 083-0189988 081-8624526",2.5,
57E5CB96E22546001F1D6520FF11D9BA,Royal Plaza Hotel,Ibiza,ES,"Pere Frances, 27-29",4,7800
5B0E7F93B1FDBEF1AD4369E27A6E6D97,Grace Inn Laiwu Laigang,Zibo,CN,No.168 Gang Du Avenue,2,
8C9E24F0EA7A805FB9BDF7F0D93C7E9E,Hotel Victoria-Lauberhorn,Wengen,CH,Dorfstrasse,3,3823
000D4E6B4775F57E3EA21E1758B55CA4,Planet Hotel,Guangzhou,CN,"No.58, Zhanqian Road, Liwan District, Guangzhou",3,510000
D0A0D28ABF4A0EEDEA34980FF8A8A293,City East Motel,Melbourne,AU,181 Langridge Street,3.5,3067
5A029F176DE6B58C030D897757772651,Total Inn,Phuket,TH,241/33-34 rat-u-thit road,1.5,83150
46FDC54690C2298A48997B99EF4EFE87,Oka Kartini Bungalow,Bali,ID,"Jalan Raya Ubud, Tebesaya",1,80571
9AFA14450B285450F4BF2AA948EFCC91,Olive Motel,Busan,KR,"830-283 Bumil 2-dong, Dong-gu",1.5,601808
23F515BF92E5E1A20C1072DC9529ED08,Xiamen Jiangnan Renjia Apartment,Xiamen,CN,"No.48, Siming East Road, Minghui Plaza, Room#622",2,361000
E4D5E1C883AB6B1B7C8588C951A77DC5,SohoTown Hotel,Kuala Lumpur,MY,Jalan Sultan,0,50000
7876ACB66640BAD41F1E1371EF30C180,Mercure Hotel Raphael Wien,Vienna,AT,Wallgasse 23,0,1060
B15F4C1B6332A6BE9DB95D4B59B797BF,BB Home,Bangkok,TH,"1 Soi. Ramintra 58 (3-5) , Kannayao Sub-district / District",2.5,10230
B2647909A1E5C66B65E5020C9D611B62,The Print Works Hotel,Liverpool,GB,13 Renshaw Street,0,L1 2SA
F0EF9098BA7154C2877B008DAD2A756A,Serendib Mount Wave,Nuwara Eliya,LK,"No. 15, Unique View Road",1.5,
F2988DD627E5A2EFEBDE2A241E88A71A,Best Western Canon City,Canon City (CO),US,110 Latigo Ln,2,81212-8101
40356F7CD8A8EDC1ADF4DFBF1E4B0EBF,Pride Biznotel Vadodara,Vadodara,IN,"Alankar Road, Sayaji Gunj",3,390020
2AA37945A5B8D6A8BBA736A8E0A4F90F,Hotel Barcelo Marbella,San Pedro de Alcantara,ES,Urbanizacion Guadalmina Alta - Camino de Granadillas s/n,4,26970
19ACAD968989B849EB65D491F8EBE2F0,Hotel AMANO Grand Central,Berlin,DE,Heidestraße 62,3,10557
0FEBE607E931316E18D25CF2A98017BD,Le George Motel,Port Macquarie,AU,4 Hollingworth Street,3.5,2444
B3E2C1222FF89A0A24D1BF07B51B2A85,Ramblas by Pillow Hostel,Barcelona,ES,Paseo de la Banca 2-4,1,8002
722F696FD501EEB74C2F2E6A421BE12E,Venus Hotel Nha Trang,Nha Trang,VN,64B/4 Tran Phu Street,1.5,
A36C8F05EB758A7FC4FD36574F37FF23,Mango Hotel,Busan,KR,"197-1 Gwangan 2(i)-dong, Suyeong-gu",2.5,613-100
849BE636BDBF5C6E635362A9AE0DA8E3,Samsonov Hotel on Ligovsky 84,Saint Petersburg,RU,Ligovski str. 84,0,191119
CB6D301293E05AF266BDE1A8374123FF,Ocean Palms Goa Hotel,Goa,IN,"Opposite Holiday Street, Guravaddo, Calangute",4,403515
5A258E36E18D5507695E5BE8852ADCC5,JInjiang Inn Chengdu DuFu CaoTang Branch,Chengdu,CN,"No.17 West of Baihua Road,",2,
DB680031B7E28DBF2F85EAB19FE68854,Chisun Inn Hitachinaka,Ibaraki,JP,"950-11 Tabiko, Hitachinaka-shi",2.5,312-0063
326AB55B2D676C2D0206D7B7CC9393FC,Goodstay Meridien Donghae Hotel,Donghae-si,KR,"917, Chungok dong,",2.5,
B1EC7F9DAC1DA525D420FA1B96BFDEF5,Hotel Pavillon of Emyrne,Antananarivo,MG,"12 rue Rakotoniriana Stanislas - Isoraka,",3,101
7FF28A44ACCF885DBC663938630427C7,K Turn Hotel and Resort,Jeju Island,KR,"2999-1 Hado-ri, Gujwa-eup, Jeju-si",3,
D7DA8F9D99E5ED3AC7AB00568AE36915,Hilton London Olympia Hotel,London,GB,380 Kensington High Street,4,
3311BF95140015B75B0B4113D7D09C82,Wongamat Villa,Pattaya,TH,227/15 Soi Naklua18,2.5,20150
387F4098E7E80C928D3453C73C199627,The Asadang B & B,Bangkok,TH,"94-94/1 Asadang Rd., Wang Buraphaphirom, Phranakhorn",3,10200
2273600C51269C9E483E1C937256D223,Hotel Palacio De Diu,Diu,IN,Near Municiple Council,2,362520
37DB07EEC2036A3A951A5A949417B03C,Daiwa Roynet Hotel Naha Kokusai-dori,Okinawa,JP,2-1-1 Asato,3.5,902-0067
0A6E6686F5829F64D5C43C5AC3214525,Grand Hyatt Kuala Lumpur Hotel,Kuala Lumpur,MY,12 Jalan Pinang,5,50450
2201F5B598D2638F7A309151A4B57E5E,Wyndham Nashville,Nashville (TN),US,220 Rudy Circle,3,37214
1B8436809D347BB60F3C305E39067566,Appart hotel Prestige Odalys Les Hauts de la Principaute,Beausoleil,FR,31 Bld du Général Leclerc,3,6240
5C3B99E8F92532E5AD1556E53CEEA00C,Tropicana Las Vegas - a DoubleTree by Hilton Hotel,Las Vegas (NV),US,3801 Las Vegas Blvd So.,4,89109
D57CE8ADDA8B4598EB559F6938AB085F,APA Hotel Nagoya-Sakae,Nagoya,JP,"4-10, Sakae, Naka-ku",3.5,460-0008
F6764AD0D3D8E0969D44BFC25C7543EB,Belle Done Boutique Hotel and Spa,Middelburg,ZA,"62 Protea Street, Highveld Park",4,1034
3DC8998CAE54758CC53A148CF4DC7535,CBD Vistas Apartments,Melbourne,AU,131 Lonsdale Street,4,3000
1E1A6D94A344DDC255C36456ABFF87B6,Sri Airport Residence,Negombo,LK,"No 197,Lion city,Negombo Road,Katunayaka.",1,11410
46F6E1C414BD8E87D9246AC3385908D6,Sleep Inn,North Liberty (IA),US,485 Madison Ave. North,2.5,52317
3803DB83A7B7573B4EFE9B70EB9AF581,Swiss Palazzo Hotel,Phetchaburi,TH,"37/4 Moo 9, Khiri Rattaya Rd., Khlong Krachaeng, Tumbol Thongchai, Amphoe Muang Phet Buri",3,76000
C40ABDF206C0ECFB282FF92A7365FD20,Westbourne Bed and Breakfast,Windermere,GB,Biskey Howe Road,4,LA23 2JR
1CC5A051E37AC04AF70FD65481DAD6A5,Lamp Hotel,Istanbul,TR,"Akbiyik Ave No.66 , Sultanahmet",0,34122
26F424E5BAA3D7699BC74505821034B0,Jinjiang Inn Changchun Economic Development Zone China Japan Friendship Hospital Branch,Changchun,CN,"No.245 Shenzhen Street, Erdao District",2,130033
FC489BCBDA9383152E9D039B35E0505D,Pongpan House,Koh Phi Phi,TH,102/9 Moo 7,2,81000
2E205CC789EDB7D44232517DF463A1C0,Clarion Hotel & Convention Center Joliet,Joliet (IL),US,,4,
9E165154948F99B0E0FA34920CE13608,"EM,S 280",Kyoto,JP,"280 Horinouchi-cho, Shimogyo-ku",2,600-8446
4AD3AA3CAF718D689F81A9D4D4F97355,Pension and Restaurant La Collina,Furano / Biei,JP,"Shikauchi-Nojo, Furano",2,071-0734
B8B921A2F975BE86EBAF7733B8407E84,Woodlane Cottages,Hunter Valley,AU,45 McCarthy Road,3.5,2325
